instance,filesize,timeread,timeub,num_vars,num_cfs,ub_init,domsize_mean,domsize_stddev,domsize_coefvar,domsize_min,domsize_max,arity_mean,arity_stddev,arity_coefvar,arity_min,arity_max,density1,density2,density3,arity4plus
CVPR/ChineseChars/TST_test_0057_80_95.uai,11594060,0.905399,0.025782,7600,227833,41662.78739,2,0,0,2,2,1.966642234,0.1795690003,0.09130740568,1,2,1,0.003813399963,0,0
CVPR/ChineseChars/TST_test_0058_144_124.uai,28762864,2.210954,0.045332,17856,553726,100802.1727,2,0,0,2,2,1.967753004,0.1766553907,0.08977518537,1,2,1,0.001680797574,0,0
CVPR/ChineseChars/TST_test_0059_104_73.uai,11576912,0.893964,0.015181,7592,227299,41933.24608,2,0,0,2,2,1.966599061,0.1796811513,0.09136643806,1,2,1,0.003812314344,0,0
CVPR/ChineseChars/TST_test_0060_80_111.uai,13652823,1.092373,0.023199,8880,267913,49357.15476,2,0,0,2,2,1.966854912,0.1790153381,0.09101603632,1,2,1,0.003285322996,0,0
CVPR/ChineseChars/TST_test_0061_88_86.uai,11547010,0.911131,0.019279,7568,226912,41679.70438,2,0,0,2,2,1.966647863,0.1795543692,0.09129970471,1,2,1,0.003830195147,0,0
CVPR/ChineseChars/TST_test_0062_88_106.uai,14375104,1.134383,0.027514,9328,282292,51065.98984,2,0,0,2,2,1.966956201,0.1787509608,0.09087694006,1,2,1,0.003137435884,0,0
CVPR/ChineseChars/TST_test_0063_120_108.uai,20464349,1.584264,0.030782,12960,397558,71832.91637,2,0,0,2,2,1.967400983,0.1775846871,0.09026359579,1,2,1,0.002289973887,0,0
CVPR/ChineseChars/TST_test_0064_80_103.uai,12630342,0.992133,0.021487,8240,247873,45826.01011,2,0,0,2,2,1.96675717,0.1792700317,0.09115005878,1,2,1,0.00352975783,0,0
CVPR/ChineseChars/TST_test_0065_104_94.uai,15116807,1.210889,0.028648,9776,296536,54355.14482,2,0,0,2,2,1.967032671,0.1785510701,0.09077178673,1,2,1,0.003000824609,0,0
CVPR/ChineseChars/TST_test_0066_96_121.uai,18189003,1.420782,0.032592,11616,354691,65422.4648,2,0,0,2,2,1.967250367,0.177980601,0.09047175894,1,2,1,0.002542806158,0,0
CVPR/ChineseChars/TST_test_0067_96_121.uai,18185900,1.39775,0.026347,11616,354691,64490.72181,2,0,0,2,2,1.967250367,0.177980601,0.09047175894,1,2,1,0.002542806158,0,0
CVPR/ChineseChars/TST_test_0068_72_94.uai,10247189,0.810969,0.018605,6768,201592,37400.86422,2,0,0,2,2,1.966427239,0.1801267069,0.09160100275,1,2,1,0.004253886805,0,0
CVPR/ChineseChars/TST_test_0069_96_109.uai,16250275,1.291689,0.03579,10464,318295,57885.91661,2,0,0,2,2,1.967124837,0.1783098052,0.0906448853,1,2,1,0.002811631478,0,0
CVPR/ChineseChars/TST_test_0070_88_96.uai,12972658,1.015131,0.023989,8448,254602,46532.98805,2,0,0,2,2,1.9668188,0.1791094872,0.09106557616,1,2,1,0.003449455114,0,0
CVPR/ChineseChars/TST_test_0071_72_94.uai,10253819,0.808264,0.014753,6768,201592,37107.80813,2,0,0,2,2,1.966427239,0.1801267069,0.09160100275,1,2,1,0.004253886805,0,0
CVPR/ChineseChars/TST_test_0072_96_113.uai,16890692,1.310683,0.021261,10848,330427,60148.09893,2,0,0,2,2,1.967169753,0.1781920924,0.09058297697,1,2,1,0.002715932154,0,0
CVPR/ChineseChars/TST_test_0073_128_113.uai,23006919,1.800209,0.05974,14464,445435,80071.34936,2,0,0,2,2,1.967528371,0.17724904,0.09008715838,1,2,1,0.002060161411,0,0
CVPR/ChineseChars/TST_test_0074_96_107.uai,15930447,1.23145,0.023832,10272,312229,56842.46273,2,0,0,2,2,1.96710107,0.178372056,0.09067762644,1,2,1,0.002862050958,0,0
CVPR/ChineseChars/TST_test_0075_88_92.uai,12395302,0.973547,0.019381,8096,243526,44609.2913,2,0,0,2,2,1.96675509,0.1792754477,0.09115290898,1,2,1,0.003592315317,0,0
CVPR/ChineseChars/TST_test_0076_80_93.uai,11336798,0.906664,0.026167,7440,222823,40617.34955,2,0,0,2,2,1.966610269,0.1796520435,0.09135111635,1,2,1,0.003891561763,0,0
CVPR/ChineseChars/TST_test_0077_96_95.uai,14058393,1.105737,0.023685,9120,275833,50671.88584,2,0,0,2,2,1.966936516,0.1788023772,0.0909039899,1,2,1,0.003207023412,0,0
CVPR/ChineseChars/TST_test_0078_72_108.uai,11858422,0.926185,0.019388,7776,232966,42545.57444,2,0,0,2,2,1.966621739,0.1796222505,0.09133543425,1,2,1,0.003724709883,0,0
CVPR/ChineseChars/TST_test_0079_88_81.uai,10842635,0.838709,0.014065,7128,213067,39935.8114,2,0,0,2,2,1.966545734,0.1798195698,0.09143930224,1,2,1,0.004053817095,0,0
CVPR/ChineseChars/TST_test_0080_104_107.uai,17365268,1.359202,0.023026,11128,339397,61501.48985,2,0,0,2,2,1.967212439,0.1780801429,0.09052410374,1,2,1,0.002651152238,0,0
CVPR/ChineseChars/TST_test_0081_112_96.uai,16732156,1.297811,0.026356,10752,327394,59589.40799,2,0,0,2,2,1.967158836,0.178220711,0.09059802782,1,2,1,0.002739242003,0,0
CVPR/ChineseChars/TST_test_0082_96_106.uai,15775803,1.222335,0.027573,10176,309196,56457.20186,2,0,0,2,2,1.967088837,0.1784040876,0.09069447414,1,2,1,0.00288794369,0,0
CVPR/ChineseChars/TST_test_0083_72_105.uai,11515201,0.913112,0.019845,7560,226243,41691.22279,2,0,0,2,2,1.966584602,0.1797186958,0.09138620108,1,2,1,0.003826739351,0,0
CVPR/ChineseChars/TST_test_0084_120_115.uai,21885776,1.721093,0.069748,13800,424333,75986.95677,2,0,0,2,2,1.967478372,0.1773808664,0.09015645048,1,2,1,0.002155864057,0,0
CVPR/ChineseChars/TST_test_0085_64_126.uai,12270316,0.944343,0.016953,8064,241120,43623.06913,2,0,0,2,2,1.966556072,0.1797927473,0.09142518229,1,2,1,0.003584372275,0,0
CVPR/ChineseChars/TST_test_0086_80_112.uai,13782741,1.096255,0.030382,8960,270418,50197.24252,2,0,0,2,2,1.966866111,0.1789861291,0.09100066757,1,2,1,0.003257124719,0,0
CVPR/ChineseChars/TST_test_0087_88_124.uai,16986145,1.350494,0.02183,10912,332134,60299.55242,2,0,0,2,2,1.967145791,0.1782549028,0.09061601008,1,2,1,0.002697965356,0,0
CVPR/ChineseChars/TST_test_0088_104_107.uai,17365099,1.343683,0.022151,11128,339397,61518.31438,2,0,0,2,2,1.967212439,0.1780801429,0.09052410374,1,2,1,0.002651152238,0,0
CVPR/ChineseChars/TST_test_0089_72_92.uai,10023208,0.782404,0.014197,6624,197110,35976.07291,2,0,0,2,2,1.966394399,0.1802117214,0.09164576621,1,2,1,0.004341981646,0,0
CVPR/ChineseChars/TST_test_0090_104_116.uai,18947167,1.451888,0.027436,12064,369070,67580.84666,2,0,0,2,2,1.967312434,0.1778175724,0.09038603598,1,2,1,0.002453176856,0,0
CVPR/ChineseChars/TST_test_0091_136_95.uai,20367070,1.562953,0.026506,12920,395833,71762.27858,2,0,0,2,2,1.967359973,0.1776925887,0.09032032329,1,2,1,0.002294080742,0,0
CVPR/ChineseChars/TST_test_0092_96_111.uai,16572867,1.284717,0.020983,10656,324361,58925.12275,2,0,0,2,2,1.967147715,0.1782498593,0.09061335755,1,2,1,0.002762954766,0,0
CVPR/ChineseChars/TST_test_0093_104_105.uai,17022177,1.344223,0.046318,10920,332803,61549.10852,2,0,0,2,2,1.967187796,0.1781447823,0.09055809654,1,2,1,0.002699557212,0,0
CVPR/ChineseChars/TST_test_0094_64_131.uai,12774370,1.003218,0.042947,8384,251005,46101.58502,2,0,0,2,2,1.966598275,0.1796831929,0.09136751274,1,2,1,0.003452054572,0,0
CVPR/ChineseChars/TST_test_0095_128_109.uai,22135685,1.714077,0.042285,13952,429079,78190.05294,2,0,0,2,2,1.967483843,0.1773664462,0.09014887052,1,2,1,0.002132746189,0,0
CVPR/ChineseChars/TST_test_0096_56_107.uai,8954597,0.698966,0.014044,5992,176389,33015.52107,2,0,0,2,2,1.966029628,0.1811529357,0.09214150852,1,2,1,0.00474668946,0,0
CVPR/ChineseChars/TST_test_0097_56_111.uai,9303163,0.738795,0.013478,6216,183241,34057.35594,2,0,0,2,2,1.966077461,0.1810298332,0.09207665354,1,2,1,0.004582288874,0,0
CVPR/ChineseChars/TST_test_0098_112_98.uai,17105551,1.322281,0.02905,10976,334516,60436.55236,2,0,0,2,2,1.967188416,0.1781431571,0.09055724185,1,2,1,0.002685835154,0,0
CVPR/ChineseChars/TST_test_0099_72_105.uai,11519738,0.895554,0.018721,7560,226243,41588.36446,2,0,0,2,2,1.966584602,0.1797186958,0.09138620108,1,2,1,0.003826739351,0,0
CVPR/ChineseChars/TST_test_0100_80_102.uai,12502529,0.993549,0.025544,8160,245368,45313.7414,2,0,0,2,2,1.96674383,0.1793047614,0.09116833555,1,2,1,0.00356288857,0,0
CVPR/ColorSeg-4/clownfish-small.uai,224847122,17.764857,0.29352,86400,258600,163746.5976,12,0,0,12,12,1.665893271,0.471677244,0.2831377328,1,2,1,2.306803962e-05,0,0
CVPR/ColorSeg-4/crops-small.uai,224842235,17.694182,0.224348,86400,258600,148464.8277,12,0,0,12,12,1.665893271,0.471677244,0.2831377328,1,2,1,2.306803962e-05,0,0
CVPR/ColorSeg-4/fourcolors.uai,21397989,1.742582,0.034287,65536,196096,255262.983,4,0,0,4,4,1.665796345,0.4717113228,0.2831746656,1,2,1,3.039883268e-05,0,0
CVPR/ColorSeg-4/lake-small.uai,224861617,17.74693,0.239352,86400,258600,161559.1495,12,0,0,12,12,1.665893271,0.471677244,0.2831377328,1,2,1,2.306803962e-05,0,0
CVPR/ColorSeg-4/palm-small.uai,224865843,17.712944,0.223301,86400,258600,185231.9082,12,0,0,12,12,1.665893271,0.471677244,0.2831377328,1,2,1,2.306803962e-05,0,0
CVPR/ColorSeg-4/penguin-small.uai,90258262,7.019148,0.139088,76800,229840,161344.658,8,0,0,8,8,1.665854507,0.4716908758,0.2831525044,1,2,1,2.594706094e-05,0,0
CVPR/ColorSeg-4/pfau-small.uai,199833698,15.775723,0.196957,76800,229840,182180.2164,12,0,0,12,12,1.665854507,0.4716908758,0.2831525044,1,2,1,2.594706094e-05,0,0
CVPR/ColorSeg-4/snail.uai,15514796,1.337031,0.029377,76800,229840,29233.06138,3,0,0,3,3,1.665854507,0.4716908758,0.2831525044,1,2,1,2.594706094e-05,0,0
CVPR/ColorSeg-4/strawberry-glass-2-small.uai,199646688,15.841551,0.255751,76800,229840,207390.2627,12,0,0,12,12,1.665854507,0.4716908758,0.2831525044,1,2,1,2.594706094e-05,0,0
CVPR/ColorSeg-8/clownfish-small.uai,438276934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVPR/ColorSeg-8/crops-small.uai,438272047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVPR/ColorSeg-8/fourcolors.uai,39431913,3.220657,0.061087,65536,326146,240104.4538,4,0,0,4,4,1.799059317,0.400703787,0.2227296139,1,2,1,6.067891993e-05,0,0
CVPR/ColorSeg-8/lake-small.uai,438291429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVPR/ColorSeg-8/palm-small.uai,415644191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVPR/ColorSeg-8/penguin-small.uai,165083846,13.158656,0.198935,76800,382322,155066.5566,8,0,0,8,8,1.799122206,0.4006568431,0.2226957356,1,2,1,5.179951616e-05,0,0
CVPR/ColorSeg-8/pfau-small.uai,369350606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVPR/ColorSeg-8/snail.uai,27822760,2.449836,0.077215,76800,382322,28789.1317,3,0,0,3,3,1.799122206,0.4006568431,0.2226957356,1,2,1,5.179951616e-05,0,0
CVPR/ColorSeg-8/strawberry-glass-2-small.uai,369163872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVPR/ColorSeg/colseg-cow3.uai,173246300,14.321731,0.286984,414720,2069714,1.797693135e+308,3,0,0,3,3,1.799624489,0.4002813579,0.2224249338,1,2,1,9.622490946e-06,0,0
CVPR/ColorSeg/colseg-cow4.uai,297815590,22.864279,0.391572,414720,2069714,1.797693135e+308,4,0,0,4,4,1.799624489,0.4002813579,0.2224249338,1,2,1,9.622490946e-06,0,0
CVPR/ColorSeg/colseg-garden4.uai,14544377,1.123976,0.02134,21000,104117,1.797693135e+308,4,0,0,4,4,1.798303831,0.4012665252,0.2231361121,1,2,1,0.0001884828983,0,0
CVPR/GeomSurf-3/gm1.uai,247173,0.022765,0.000287,544,2364,4876.988042,3,0,0,3,3,1.923857868,0.6150586398,0.319700665,1,3,1,0.004929043441,2.273544022e-06,0
CVPR/GeomSurf-3/gm10.uai,452760,0.038537,0.00077,586,3309,5311.728383,3,0,0,3,3,2.153520701,0.6958000072,0.3230988246,1,3,1,0.004751903387,5.464507077e-06,0
CVPR/GeomSurf-3/gm100.uai,71683,0.00728,6.5e-05,157,684,1422.51128,3,0,0,3,3,1.93128655,0.620990611,0.3215424511,1,3,1,0.01702596766,2.897588679e-05,0
CVPR/GeomSurf-3/gm101.uai,36474,0.004484,2.3e-05,102,411,925.1847539,3,0,0,3,3,1.824817518,0.5389610202,0.2953506391,1,3,1,0.02708211998,2.912055911e-05,0
CVPR/GeomSurf-3/gm102.uai,225090,0.020888,0.000381,446,2078,3982.98173,3,0,0,3,3,1.957170356,0.6201571418,0.3168641605,1,3,1,0.006424144707,4.051262428e-06,0
CVPR/GeomSurf-3/gm103.uai,99016,0.009421,0.000129,254,1045,2194.394425,3,0,0,3,3,1.858373206,0.5695958732,0.3065024138,1,3,1,0.01065948772,6.545624485e-06,0
CVPR/GeomSurf-3/gm104.uai,248129,0.022099,0.000417,634,2658,5391.957536,3,0,0,3,3,1.850263356,0.5521709039,0.2984282763,1,3,1,0.004455275315,9.304691034e-07,0
CVPR/GeomSurf-3/gm105.uai,79417,0.008338,0.000124,237,918,2101.311952,3,0,0,3,3,1.798474946,0.5236434543,0.291159716,1,3,1,0.01124579847,3.956171704e-06,0
CVPR/GeomSurf-3/gm106.uai,28059,0.003787,1.7e-05,92,343,763.3404354,3,0,0,3,3,1.7696793,0.5030654274,0.2842692613,1,3,1,0.02842809365,1.725327812e-05,0
CVPR/GeomSurf-3/gm107.uai,382650,0.033042,0.000612,824,3631,7609.785292,3,0,0,3,3,1.928945194,0.6146266071,0.3186335252,1,3,1,0.003304568887,1.015354193e-06,0
CVPR/GeomSurf-3/gm108.uai,84015,0.0084,7.8e-05,256,993,1891.087918,3,0,0,3,3,1.788519637,0.509318131,0.2847707793,1,3,1,0.01058517157,2.774239617e-06,0
CVPR/GeomSurf-3/gm109.uai,239967,0.021308,0.000327,682,2685,6060.521628,3,0,0,3,3,1.814897579,0.5372542431,0.2960245522,1,3,1,0.003914374669,5.857756696e-07,0
CVPR/GeomSurf-3/gm11.uai,31978,0.004416,1.9e-05,125,415,939.6335606,3,0,0,3,3,1.715662651,0.4870570407,0.2838885841,1,3,1,0.01825806452,3.67164962e-06,0
CVPR/GeomSurf-3/gm110.uai,323487,0.028106,0.000508,728,3158,6349.98898,3,0,0,3,3,1.909753008,0.6022124102,0.3153352332,1,3,1,0.003754326829,1.152925687e-06,0
CVPR/GeomSurf-3/gm111.uai,122126,0.013399,0.000138,363,1386,1886.473222,3,0,0,3,3,1.805916306,0.5404233058,0.2992515788,1,3,1,0.007069692404,1.98155192e-06,0
CVPR/GeomSurf-3/gm112.uai,410998,0.035818,0.00058,955,4118,7463.820656,3,0,0,3,3,1.892909179,0.5875866935,0.3104146253,1,3,1,0.00290757022,5.919955908e-07,0
CVPR/GeomSurf-3/gm113.uai,316995,0.027166,0.000393,717,3134,6354.610504,3,0,0,3,3,1.903318443,0.5929024711,0.3115098649,1,3,1,0.003901654161,1.127877989e-06,0
